title,filename,category,folder,authorship,content_type,description,size_mb,confidence,source_path,dest_path,status
Avoidance Workbook,AvoidanceWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to help readers identify, rank, and create action plans to tackle tasks and responsibilities they've been avoiding in their personal and professional lives.",0.32,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Avoidance/01-Premium/04-Workbook/AvoidanceWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/AvoidanceWorkbook.pdf,COPIED
Avoidance Workbook,AvoidanceWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to help readers identify what they're avoiding in life, rank these items by difficulty, and create actionable plans to tackle them.",0.32,HIGH,/Users/robertburr/Downloads/Avoidance/01-Premium/04-Workbook/AvoidanceWorkbook.pdf,,DUPLICATE_SKIPPED
Avoidance: How to Do the Things Your Mind Is Screaming at You to Avoid,AvoidanceEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book that explores different types of avoidance behaviors, their impacts on various life areas, and provides tips and techniques for overcoming avoidance patterns.",1.44,HIGH,/Users/robertburr/Downloads/Avoidance/01-Premium/03-Enhanced eBook/AvoidanceEnhanced.pdf,,DUPLICATE_SKIPPED
Better Than Ever Workbook,TrustAgainWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook focused on rebuilding trust after betrayal, featuring guided exercises and reflections to help readers examine past betrayals and develop tools for trusting again.",0.26,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/TrustAgain/01-Premium/04-Workbook/TrustAgainWorkbook.pdf,,DUPLICATE_SKIPPED
Better Than Ever Workbook (Trust Again Workbook),TrustAgainWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook focused on rebuilding trust after betrayal, containing exercises and reflections to help readers examine past betrayals and develop tools to restore trust in relationships.",0.26,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/TrustAgain/01-Premium/04-Workbook/TrustAgainWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/TrustAgainWorkbook.pdf,COPIED
Better Than Ever Workbook (Trust Again Workbook),TrustAgainWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to guide readers through exercises and reflections to rebuild trust after betrayal, featuring structured activities for examining past betrayals and developing tools to r",0.26,HIGH,/Users/robertburr/Downloads/TrustAgain/01-Premium/04-Workbook/TrustAgainWorkbook.pdf,,DUPLICATE_SKIPPED
Better Than Ever Workbook (or Trust Again Workbook - filename differs from content),TrustAgainWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook focused on rebuilding trust after betrayal, featuring exercises and reflections to help readers examine past trust violations and develop tools to restore trust in relationships.",0.26,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/TrustAgain/01-Premium/04-Workbook/TrustAgainWorkbook.pdf,,DUPLICATE_SKIPPED
Bounce Back BIG in 2018,Bounce Back Big in 2018 (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A personal development book by Sonia Ricotti about recovering from life's setbacks and achieving success, featuring her personal story of overcoming financial ruin, health issues, and relationship pro",1.33,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Bob's  Folder/Bounce Back Big in 2018 (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Bounce Back Big in 2018 (2019_07_29 16_12_18 UTC).pdf,COPIED
Bounce Back BIG in 2026,Bounce+Back+BIG+in+2026+-+Sonia+Ricotti.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book by Sonia Ricotti about overcoming life's challenges and achieving personal transformation through a ""3-Step Miracle Blueprint"" for success, happiness, and abundance.",1.49,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bounce+Back+BIG+in+2026+-+Sonia+Ricotti.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Bounce+Back+BIG+in+2026+-+Sonia+Ricotti.pdf,COPIED
Bounce Back BIG in 2026,Bounce+Back+BIG+in+2026+-+Sonia+Ricotti.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book by Sonia Ricotti about overcoming life's challenges and achieving success through her ""3-Step Miracle Blueprint"" methodology.",1.49,HIGH,/Users/robertburr/Downloads/Bounce+Back+BIG+in+2026+-+Sonia+Ricotti.pdf,,DUPLICATE_SKIPPED
Build a Sustainable Home Routine After 60: Keep Strength and Independence,Home Exercise Routine for Seniors Over 60.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A practical guide for seniors over 60 to establish and maintain a home exercise routine, featuring weekly workout templates, equipment recommendations, and safety tips for strength, cardio, and balanc",5.38,HIGH,/Users/robertburr/Downloads/Home Exercise Routine for Seniors Over 60.pdf,,DUPLICATE_SKIPPED
Butterflies,Butterflies.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about understanding and managing social anxiety, covering the causes of social fears and practical strategies for dealing with social situations.",1.76,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Butterflies/01-Premium/03-Enhanced eBook/Butterflies.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Butterflies.pdf,COPIED
Butterflies,Butterflies.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about understanding and managing social anxiety, covering the causes of social fears and providing practical strategies for dealing with anxiety in various social situations.",1.76,HIGH,/Users/robertburr/Downloads/Butterflies/01-Premium/03-Enhanced eBook/Butterflies.pdf,,DUPLICATE_SKIPPED
Creating Your Perfect Home Exercise Space After 60,Creating-Your-Perfect-Home-Exercise-Space-After-60.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A comprehensive guide for seniors on designing and setting up effective home exercise spaces, covering safety considerations, environmental design principles, equipment recommendations, and practical ",43.17,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Creating-Your-Perfect-Home-Exercise-Space-After-60.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Creating-Your-Perfect-Home-Exercise-Space-After-60.pdf,COPIED
Creating Your Perfect Home Exercise Space After 60,Creating-Your-Perfect-Home-Exercise-Space-After-60.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A comprehensive guide for seniors on how to design and set up an effective home exercise space, covering environmental design principles, safety considerations, and essential equipment recommendations",43.17,HIGH,/Users/robertburr/Downloads/Creating-Your-Perfect-Home-Exercise-Space-After-60.pdf,,DUPLICATE_SKIPPED
Dare To Be Uncommon Workbook,DareToBeUncommonWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to help readers embrace their unique qualities and celebrate what makes them different, with exercises focused on identifying personal interests, strengths, and pushing b",0.26,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/DareToBeUncommon/01-Premium/04-Workbook/DareToBeUncommonWorkbook.pdf,,DUPLICATE_SKIPPED
Dare to Be Uncommon,DareToBeUncommonEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A personal development book that teaches readers how to stand out and embrace their unique qualities through the D.A.R.I.N.G. system, which consists of six principles for becoming an ""uncommon"" person",1.01,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/DareToBeUncommon/01-Premium/03-Enhanced eBook/DareToBeUncommonEnhanced.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/DareToBeUncommonEnhanced.pdf,COPIED
Dare to Be Uncommon,DareToBeUncommonEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A personal development book that teaches readers how to embrace their uniqueness and stand out from the crowd using the D.A.R.I.N.G. system (Do what you enjoy, Aim to impress, Remember what you want, ",1.01,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/DareToBeUncommon/01-Premium/03-Enhanced eBook/DareToBeUncommonEnhanced.pdf,,DUPLICATE_SKIPPED
Dare to Be Uncommon Workbook,DareToBeUncommonWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to help readers embrace their unique qualities and celebrate what makes them different, with exercises focused on identifying personal interests, strengths, and overcomin",0.26,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/DareToBeUncommon/01-Premium/04-Workbook/DareToBeUncommonWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/DareToBeUncommonWorkbook.pdf,COPIED
Elimination Workbook,EliminationWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to help readers identify what is necessary in their lives by examining their core values and different life areas, with the goal of eliminating unnecessary distractions a",0.28,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Elimination/01-Premium/04-Workbook/EliminationWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/EliminationWorkbook.pdf,COPIED
Elimination Workbook,EliminationWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook focused on helping readers identify what is necessary versus unnecessary in their lives across multiple areas including career, family, relationships, leisure, possessions, and sp",0.28,HIGH,/Users/robertburr/Downloads/Elimination/01-Premium/04-Workbook/EliminationWorkbook.pdf,,DUPLICATE_SKIPPED
Etsy Profits,Original.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A comprehensive guide for entrepreneurs on how to start, grow, and manage a successful Etsy shop, covering everything from shop setup and product listings to SEO optimization and financial management.",6.42,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Templates Profit Pack - PLR/etsy-profits/EtsyProfits/Master Resale Rights/1 - Ebook/Original.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Original.pdf,COPIED
Etsy Profits,Original.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A comprehensive guide teaching readers how to build and scale a successful Etsy business, covering topics from shop setup and product listings to SEO optimization and financial management.",6.42,HIGH,/Users/robertburr/Downloads/Templates Profit Pack - PLR/etsy-profits/EtsyProfits/Master Resale Rights/1 - Ebook/Original.pdf,,DUPLICATE_SKIPPED
Everyman's Superpower,Everyman's Superpower.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about discovering and developing personal power and potential, focusing on mindset shifts and practical strategies for personal transformation.",9.83,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Everyman's Superpower.pdf,,DUPLICATE_SKIPPED
Everyman's Superpower,Everyman's Superpower.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"Cannot determine content from blank sample pages, but the title suggests a book about accessible personal development or empowerment concepts that anyone can apply.",9.83,LOW,/Users/robertburr/Documents/Everyman's Superpower.pdf,,DUPLICATE_SKIPPED
FOUND: RECONNECTING WITH YOURSELF WHEN YOU FEEL LOST,FoundEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about rediscovering one's authentic self, exploring how people lose themselves due to external pressures and providing guidance on the journey back to self-discovery and personal auth",1.05,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/01-Premium/03-Enhanced eBook/FoundEnhanced.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/FoundEnhanced.pdf,COPIED
Flipping The Morning Person Switch,Flipping_The_Morning_Person_Switch.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book that provides strategies and techniques for becoming a morning person, including chapters on habits, routines, and specific exercises like breathing techniques and cold showers.",5.91,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Flipping_The_Morning_Person_Switch.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Flipping_The_Morning_Person_Switch.pdf,COPIED
Flipping The Morning Person Switch,Flipping_The_Morning_Person_Switch (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about transforming oneself into a morning person through various techniques including breathing exercises, cold showers, and lifestyle changes. The book provides practical strategies ",5.91,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Documents/Flipping_The_Morning_Person_Switch (2019_07_29 16_12_18 UTC).pdf,,DUPLICATE_SKIPPED
Flipping The Morning Person Switch,Flipping_The_Morning_Person_Switch.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help guide that provides strategies and techniques for becoming a morning person, including exercises like ""bounce and shake,"" breathing techniques, and cold shower therapy.",5.91,HIGH,/Users/robertburr/Documents/Flipping_The_Morning_Person_Switch.pdf,,DUPLICATE_SKIPPED
Follow Through Book,Follow Through Book.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A self-help book about developing the ability to finish what you start, covering topics like overcoming procrastination, improving productivity, and building routines to achieve personal goals.",24.86,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Follow Through Book.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Follow Through Book.pdf,COPIED
Follow Through Book,Follow Through Book.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about developing the ability to finish what you start, overcome procrastination, and increase productivity through practical strategies and tips.",24.86,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Follow Through Book.pdf,,DUPLICATE_SKIPPED
Found: Reconnecting with Yourself When You Feel Lost,FoundEnhanced.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about personal discovery and reconnecting with one's authentic self, covering topics like losing oneself, the journey of self-discovery, and the impacts of finding yourself.",1.05,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/01-Premium/03-Enhanced eBook/FoundEnhanced.pdf,,DUPLICATE_SKIPPED
Functional Fitness,FunctionalFitness.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"An educational book about functional fitness training that teaches readers how to exercise in ways that improve daily life activities, balance, and overall functional movement rather than just isolate",1.09,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Archive 3/FunctionalFitnessPLR/Report/PDF/FunctionalFitness.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/FunctionalFitness.pdf,COPIED
Functional Fitness,FunctionalFitness.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,A guide to functional fitness training that explains exercises and techniques for improving everyday movement patterns and preventing injury through exercises that mimic real-life activities.,1.09,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Archive 3/FunctionalFitnessPLR/Report/PDF/FunctionalFitness.pdf,,DUPLICATE_SKIPPED
Glimpsing Heaven Through the Mist,GHTM - Bruegemann  7-10-20.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A Christian faith-based book by Walter Brueggemann that explores spiritual themes of heaven, redemption, and God's promises through personal stories and biblical reflections.",22.34,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/GHTM - Bruegemann  7-10-20.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/GHTM - Bruegemann  7-10-20.pdf,COPIED
High Frequencies 101 - 32 Day Guidebook to Raise Your Vibrational Frequency,New Reality E-Book.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A 32-day spiritual development guidebook by Michael Armstrong focused on raising one's vibrational frequency through daily lessons covering topics like energy, consciousness, deconditioning from socie",5.47,HIGH,/Users/robertburr/Downloads/New Reality E-Book.pdf,,DUPLICATE_SKIPPED
Home Exercise Routine for Seniors Over 60,Home Exercise Routine for Seniors Over 60.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A practical home exercise guide for seniors over 60, providing structured weekly workout routines, equipment recommendations, and safety tips for maintaining strength and independence without a gym.",5.38,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Home Exercise Routine for Seniors Over 60.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Home Exercise Routine for Seniors Over 60.pdf,COPIED
How to Read a Food Label,Reading Food Labels (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"An educational guide by Dr. Marlene Merritt about understanding nutrition labels, ingredients, and making informed food choices, including explanations of FDA labeling changes and nutritional componen",2.04,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Documents/Reading Food Labels (2019_07_29 16_12_18 UTC).pdf,,DUPLICATE_SKIPPED
How to Read a Food Label,Reading Food Labels.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"An educational guide by Dr. Marlene Merritt about understanding nutrition labels, written to help consumers make informed food choices with the FDA's updated labeling requirements.",2.04,HIGH,/Users/robertburr/Documents/Reading Food Labels.pdf,,DUPLICATE_SKIPPED
How to Stop Apologizing for Who You Are,How to Stop Apologizing for Who You Are.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book focused on overcoming the habit of apologizing for one's identity, teaching readers how to embrace authenticity, set boundaries, and live unapologetically.",10.96,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/How to Stop Apologizing for Who You Are.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/How to Stop Apologizing for Who You Are.pdf,COPIED
How to Stop Apologizing for Who You Are,How to Stop Apologizing for Who You Are.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A personal development guide that teaches readers how to overcome the habit of constantly apologizing for their identity, opinions, and choices, providing strategies for building self-confidence and l",10.96,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/How to Stop Apologizing for Who You Are.pdf,,DUPLICATE_SKIPPED
Imagine Workbook,ImagineWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A workbook focused on developing imagination skills through various exercises including doodles, writing prompts, and creative thinking activities designed to help adults reconnect with their imaginat",0.29,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Imagine/01-Premium/04-Workbook/ImagineWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/ImagineWorkbook.pdf,COPIED
Imagine Workbook,ImagineWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,A workbook designed to help readers develop and strengthen their imagination through various creative exercises and activities.,0.29,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Imagine/01-Premium/04-Workbook/ImagineWorkbook.pdf,,DUPLICATE_SKIPPED
Low Energy Syndrome - Action Workbook,Workbook - Low Energy Syndrome.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A companion workbook to a book about overcoming low energy and fatigue, containing exercises and reflection prompts to help readers identify energy drains, manage mental fatigue, and build sustainable",1.99,HIGH,/Users/robertburr/Downloads/Faitgue Syndrome/Module 3 - Workbook/Workbook - Low Energy Syndrome.pdf,,DUPLICATE_SKIPPED
"Low Energy Syndrome - Action Workbook: Identify Your Energy Leaks, Restore Mental Clarity, and Build Sustainable Daily Energy",Workbook - Low Energy Syndrome.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A companion workbook to help readers identify and address causes of chronic low energy through self-assessment exercises, reflection prompts, and practical strategies for managing mental and emotional",1.99,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Faitgue Syndrome/Module 3 - Workbook/Workbook - Low Energy Syndrome.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Workbook - Low Energy Syndrome.pdf,COPIED
Magic Wings and the Ancient Bird,Magic Wings and the Ancient Bird.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"Unable to determine specific content from the blank page samples provided, but the title suggests a story or narrative work possibly involving fantasy or allegorical elements.",8.29,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/Magic Wings and the Ancient Bird.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Magic Wings and the Ancient Bird.pdf,COPIED
Mental Muscle Workbook,MentalMuscleWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook designed to help readers develop mental toughness and resilience through practical exercises covering commitment, confidence, challenges, and control.",0.36,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/MentalMuscle/01-Premium/04-Workbook/MentalMuscleWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/MentalMuscleWorkbook.pdf,COPIED
Mental Muscle Workbook,MentalMuscleWorkbook.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help workbook focused on developing mental toughness and resilience through exercises covering commitment, confidence, challenges, and control.",0.36,HIGH,/Users/robertburr/Downloads/MentalMuscle/01-Premium/04-Workbook/MentalMuscleWorkbook.pdf,,DUPLICATE_SKIPPED
Metaverse Explained,Metaverse Explained - Book.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"An educational book explaining the concept of the metaverse, its current applications, future potential, and how individuals can engage with and invest in virtual worlds.",1.54,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/22 High-Impact AI Video Courses/Metaverse Made Simple/Metaverse Explained - Book.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Metaverse Explained - Book.pdf,COPIED
Metaverse Explained,Metaverse Explained - Book.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"An educational book explaining the concept of the Metaverse, its current state, emerging technologies, and potential future applications in work, education, and personal life.",1.54,HIGH,/Users/robertburr/Downloads/22 High-Impact AI Video Courses/Metaverse Made Simple/Metaverse Explained - Book.pdf,,DUPLICATE_SKIPPED
Millionaire Mind: How To Rewire Your Brain to Guarantee Success,ASPIRE+STEP+3+OVERVIEW.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A business mindset and personal development book by Michael Force that teaches readers how to shift from employee thinking to entrepreneurial thinking, featuring nine success lessons from interviews w",1.34,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Aspire START-UP Training Folder/START-UP Lesson 3/ASPIRE+STEP+3+OVERVIEW.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/ASPIRE+STEP+3+OVERVIEW.pdf,COPIED
Millionaire Mind: How To Rewire Your Brain to Guarantee Success,ASPIRE+STEP+3+OVERVIEW (2019_07_29 16_12_18 UTC).pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A business and personal development book by Michael Force that teaches the entrepreneurial mindset and shares lessons from successful millionaires about wealth building, personal growth, and success p",1.34,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Documents/Aspire START-UP Training Folder/START-UP Lesson 3/ASPIRE+STEP+3+OVERVIEW (2019_07_29 16_12_18 UTC).pdf,,DUPLICATE_SKIPPED
Millionaire Mind: How To Rewire Your Brain to Guarantee Success - ASPIRE Step 3 Overview,ASPIRE+STEP+3+OVERVIEW.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A personal development book by Michael Force that teaches readers how to shift from an employee mindset to an entrepreneurial mindset, featuring nine success lessons learned from interviewing business",1.34,HIGH,/Users/robertburr/Documents/Aspire START-UP Training Folder/START-UP Lesson 3/ASPIRE+STEP+3+OVERVIEW.pdf,,DUPLICATE_SKIPPED
MindControlMarketing.com: How Everyday People are Using Forbidden Mind Control Psychology and Ruthless Military Tactics to Make Millions Online,MindControlMarketing.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A marketing book by Mark Joyner that combines psychological principles and military tactics to teach online marketing strategies, with a 2008 foreword explaining why the book was taken out of print.",1.56,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Joyner:Bacak/MindControlMarketing.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/MindControlMarketing.pdf,COPIED
MindControlMarketing.com: How Everyday People are Using Forbidden Mind Control Psychology and Ruthless Military Tactics to Make Millions Online,MindControlMarketing.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A marketing book by Mark Joyner that teaches psychological principles and military tactics applied to internet marketing, combining the author's military intelligence background with online business s",1.56,HIGH,/Users/robertburr/Downloads/Joyner:Bacak/MindControlMarketing.pdf,,DUPLICATE_SKIPPED
Morning Ritual,Morning Ritual.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book focused on developing healthy morning routines, the benefits of waking up early, and how to improve sleep patterns to enhance daily productivity and well-being.",1.86,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/MorningRitual_mrr/Module1-Ebook/Morning Ritual.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/Morning Ritual.pdf,COPIED
Morning Ritual,Morning Ritual.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"A self-help book about developing healthy morning routines, the benefits of waking up early, and how to establish better sleep patterns for improved productivity and well-being.",1.86,HIGH,/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/MorningRitual_mrr/Module1-Ebook/Morning Ritual.pdf,,DUPLICATE_SKIPPED
My First Money Workbook For Kids,My First Money Workbook For Kids.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"An educational workbook designed to teach children basic financial literacy concepts including identifying coins and bills, understanding money's purpose, and learning about earning, saving, spending,",19.64,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bonuses-NanaoBanana/My-First-Money-Workbook-For-120938931/My First Money Workbook For Kids.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/My First Money Workbook For Kids.pdf,COPIED
My First Money Workbook For Kids,My First Money Workbook For Kids.pdf,02 Personal Development,02_Personal_Development,UNKNOWN,book,"An educational workbook designed to teach children basic money concepts including coin/bill values, allowance tracking, and fundamental financial habits like earning, saving, spending, and sharing.",19.64,HIGH,/Users/robertburr/Downloads/Bonuses-NanaoBanana/My-First-Money-Workbook-For-120938931/My First Money Workbook For Kids.pdf,,DUPLICATE_SKIPPED
New Reality E-Book (High Frequencies 101),New Reality E-Book.pdf,02 Personal Development,02_Personal_Development,OTHER_AUTHOR,book,"A 32-day spiritual guidebook by Michael Armstrong teaching concepts of vibrational frequencies, consciousness raising, and personal transformation through daily lessons and exercises.",5.47,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/New Reality E-Book.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/02_Personal_Development/New Reality E-Book.pdf,COPIED
